Pair,Total Return (%),Ann. Sharpe Ratio,Max Drawdown (%),Calmar Ratio,Positive Folds (%),Median Fold Return (%),Worst Fold Return (%),OOS Bars,Folds,Trades,Sell %,Flat %,Buy %
EURUSD,-20.28,-0.908,27.25,-0.3818,41.7,-0.91,-9.84,748723,24,7164,43.9,15.9,40.2
